ID_FINANCE,Deposit_Date,Special_Pay,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,ID_TRIP,ID_SALES,Program_Code,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Date,Return_Date,Early_RPL,Latest_RPL,Cancelled_Pax,Total_Discount_Pax,Initial_System_Date,SPR_Product_Type,FPP,Total_Pax,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,MajorProgramCode,FPP_to_School_enrollment,Retained,ID_CRM,Poverty_Code,Region,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,SchoolSizeIndicator,Departure_From_The_Payment
NA926,2018-11-08,NA,1848,3,2,"0,578880015942882","0,224749764744977",0,2134,"0,832157467280755",1,926,HD926A,HD,9,10,CA,21,A,2019-06-13,07/04/2019,03/21/2018,08/10/2018,5,1,03/12/2018,East Coast,4,6,January,3,4,H,"0,006004424437612",0,C926E,C,Northern California,PUBLIC,0,3,8,788,E,1,0,,,,4,3,Middle->Middle,M-L,217 days
NA927,2018-10-13,NA,1689,5,1,"0,580144302100517","0,217513449964962",0,1610,"0,910681002210935",1,927,HD927A,HD,7,7,TX,18,A,2019-06-03,06/21/2019,02/10/2018,08/03/2018,2,1,02/22/2018,East Coast,7,9,January,4,4,H,"0,068464906113692",1,C927C,C,Dallas,PUBLIC,1,6,8,120,C,1,2,04/19/2018,2018-09-22,254,4,4,Middle->Middle,S,233 days
NA928,2018-10-21,NA,1936,6,0,"0,622484596439137","0,245419064973399",0,1790,"0,887549533053712",2,928,ST928A,ST,7,8,OK,10,A,2019-06-01,06/11/2019,03/09/2018,08/30/2018,2,2,03/27/2018,Science,10,12,January,4,4,S,"0,009419789252674",1,B928I,B,Other,PUBLIC,1,6,8,1257,I,0,1,09/20/2018,2018-09-05,269,4,4,Middle->Middle,L,223 days
NA929,2018-10-28,NA,2257,4,0,"0,596863583287655",0,0,1931,"0,832994503771794",1,929,HD929A,HD,7,7,WA,21,A,2019-04-03,04/24/2019,03/29/2018,09/09/2018,2,1,03/31/2018,East Coast,6,8,January,4,5,H,"0,008262293073709",0,B929L,B,Pacific Northwest,PUBLIC,1,7,9,778,L,1,2,04/21/2018,2018-10-02,183,5,4,Middle->Middle,L,157 days
NA93,2018-10-21,NA,2389,9,2,"0,769497952629119","0,22963355679043",0,2334,"0,929965954349687",1,93,HC93A,HC,9,10,CA,22,A,2019-03-31,04/22/2019,03/13/2018,09/01/2018,3,1,03/27/2018,East Coast,9,12,January,4,4,H,"0,007462260079574",1,B93Q,B,Southern California,PUBLIC,1,6,8,1357,Q,1,2,06/10/2018,2018-09-25,187,4,4,Middle->Middle,L,161 days
NA930,2018-10-03,NA,1126,12,11,"0,594191929007084","0,108423561154514",0,1124,"0,867432767978684",2,930,HD930A,HD,7,7,TN,14,A,2019-03-07,03/21/2019,,08/04/2018,22,2,07/25/2018,East Coast,19,21,January,4,4,H,"0,067876254598977",0,C930F,C,Other,PUBLIC,1,6,6,319,F,1,2,08/22/2018,2018-09-07,181,4,4,Middle->Middle,S,155 days
NA931,2018-10-10,NA,1728,11,2,"0,896630300268383","0,185173148612621",0,1742,"0,926099418388952",1,931,SG931A,SG,11,12,VA,8,A,2019-03-17,03/25/2019,03/28/2018,08/15/2018,2,1,03/08/2018,Science,9,11,January,5,5,S,"0,008783963896178",1,B931M,B,Other,PUBLIC,1,9,12,1396,M,1,1,09/21/2018,2018-09-19,179,5,5,High->High,L,158 days
NA933,2018-10-01,NA,1644,14,2,"0,444784761604074","0,161814494796583",0,1607,"0,864184368610023",3,933,HD933A,HD,10,10,CA,24,A,2019-03-08,04/01/2019,04/03/2018,08/13/2018,4,3,03/11/2018,East Coast,32,29,January,2,4,H,"0,037191788095834",1,B933M,B,Northern California,PUBLIC,1,2,8,830,M,1,1,09/01/2018,2018-08-30,190,4,2,Middle->Middle,M-L,158 days
NA934,2018-10-09,NA,1071,13,0,"0,663483527899746","0,397243230213827",0,1018,"0,868318394608652",3,934,HD934A,HD,9,9,IL,7,A,2019-03-30,04/06/2019,,06/28/2018,1,3,06/25/2018,East Coast,21,26,January,2,4,H,"0,037427694841788",1,B934L,B,Other,PUBLIC,1,2,8,645,L,1,1,08/26/2018,2018-08-31,211,4,2,Middle->Middle,M-L,172 days
NA936,2018-09-18,NA,897,22,10,"0,893851965296474","0,169266903713589",0,909,"0,950848079492983",2,936,HD936T,HD,5,5,AL,20,T,2019-04-11,05/01/2019,02/26/2018,08/21/2018,10,2,03/07/2018,East Coast,28,30,January,2,3,H,"0,041170911821632",1,B936O,B,Other,PUBLIC,1,2,5,666,O,0,2,04/04/2018,2018-08-28,226,3,2,Elementary->Elementary,M-L,205 days
NA937,2018-10-30,NA,1758,21,0,"0,743191484546102","0,29240691857272",0,1725,"0,945745803725087",2,937,HD937A,HD,9,9,NE,14,A,2019-03-21,04/04/2019,04/11/2018,07/28/2018,0,2,04/04/2018,East Coast,23,31,January,4,4,H,"0,041066509758706",1,B937K,B,Other,PUBLIC,1,6,8,643,K,0,1,09/20/2018,2018-09-12,190,4,4,Middle->Middle,M-L,142 days
NA940,2018-11-21,NA,1390,28,6,"0,381341489707649",0,0,1532,"0,856365930131894",9,940,CD940A,CD,,,CA,27,A,2019-04-09,05/06/2019,,10/21/2018,6,8,11/21/2018,East Coast,71,87,January,1,5,C,"0,073292313953971",1,0940Q,0,Southern California,CHD,1,1,10,1015,Q,1,1,11/08/2018,2018-11-10,150,5,1,Undefined->Undefined,L,139 days
NA942,2018-11-17,NA,843,18,5,"0,361834793637774","0,377037581084951",0,763,"0,908485610150898",4,942,HD942T,HD,4,6,MI,20,T,2019-06-09,06/29/2019,,09/11/2018,7,3,10/03/2018,East Coast,53,56,January,4,4,H,"0,099742021912515",1,C942E,C,Other,PUBLIC,1,6,8,504,E,1,1,05/13/2019,2019-05-09,31,4,4,Middle->Middle,S-M,204 days
NA943,2018-11-27,NA,2193,8,2,"0,567418576694822","0,116204183909849",0,2498,"0,905588078639133",1,943,SC943A,SC,8,9,VA,26,A,2019-06-25,07/21/2019,03/04/2018,08/04/2018,2,1,02/12/2018,Costa Rica,13,16,January,4,4,S,"0,018874035711084",1,A943Q,A,Other,PUBLIC,1,7,8,712,Q,0,2,05/13/2018,2018-09-29,269,4,4,Middle->Middle,M-L,210 days
NA944,2018-12-18,NA,2686,17,13,"0,738561655853165","0,289198319125968",1,2790,"0,916328674765055",2,944,CC944A,CC,9,10,CA,43,A,2019-06-14,07/27/2019,03/31/2018,09/13/2018,17,2,04/25/2018,East Coast,26,29,January,5,5,C,"0,064343690077036",0,0944E,0,Southern California,CHD,1,9,12,449,E,1,1,09/11/2018,2018-09-18,269,5,5,High->High,S-M,178 days
NA947,2018-10-21,NA,2687,5,1,"0,451643190044087","0,646700507340903",0,2851,"0,958721188069127",1,947,HC947A,HC,8,8,OR,37,A,2019-06-22,07/29/2019,04/06/2018,08/15/2018,1,1,02/13/2018,East Coast,11,15,January,4,4,H,"0,015661124289833",1,C947I,C,Pacific Northwest,PUBLIC,1,6,8,750,I,1,2,05/17/2018,2018-09-27,268,4,4,Middle->Middle,M-L,244 days
NA948,2018-10-21,NA,1035,21,1,"0,365833842306197","0,103530298362752",1,1149,"0,994973929452232",2,948,HD948T,HD,8,8,IL,22,T,2019-04-27,05/19/2019,,08/27/2018,3,2,05/17/2018,East Coast,49,53,January,2,4,H,"0,164283016051624",1,0948A,0,Other,Catholic,1,2,8,310,A,1,1,09/18/2018,2018-09-16,223,4,2,Middle->Middle,S-M,188 days
NA949,2018-12-11,NA,765,14,0,"0,412422181220116","0,381180346231516",0,826,"0,95352462574473",3,949,HD949T,HD,,,MI,14,T,2019-06-09,06/23/2019,,10/16/2018,2,3,10/28/2018,East Coast,32,43,January,5,5,H,"0,068508898334474",1,B949F,B,Other,PUBLIC,0,9,12,519,F,1,0,,,,5,5,Undefined->Undefined,S-M,180 days
NA95,2018-09-29,NA,1295,4,2,"0,81053680156688","0,345820320050152",0,1286,"0,842245674776172",1,95,HD95A,HD,6,7,AL,7,A,2019-06-04,06/11/2019,03/12/2018,08/16/2018,3,1,04/06/2018,East Coast,5,6,January,4,4,H,"0,008491511566224",0,B95K,B,Other,PUBLIC,1,7,8,552,K,0,1,09/09/2018,2018-09-06,271,4,4,Middle->Middle,M-L,248 days
NA951,2018-11-06,NA,2158,3,2,"0,514850060871154","0,180637214905658",0,1941,"0,877831533294863",1,951,HD951A,HD,6,6,CA,24,A,2019-06-12,07/06/2019,,09/24/2018,3,1,10/04/2018,East Coast,6,7,January,4,4,H,"0,006713074428322",0,D951H,D,Northern California,PUBLIC,1,7,8,889,H,0,1,10/06/2018,2018-09-30,255,4,4,Middle->Middle,L,218 days
NA952,2018-10-24,NA,2466,8,3,"0,59710513205371","0,081602487550138",0,2499,"0,895940700521311",1,952,HC952A,HC,6,12,OR,14,A,2019-06-12,06/26/2019,,09/13/2018,5,1,09/15/2018,East Coast,11,13,January,0,0,H,,0,09520,0,Pacific Northwest,PUBLIC,1,0,0,0,0,1,1,09/24/2018,2018-10-02,253,0,0,Middle->High,,231 days
NA955,2018-10-18,NA,2798,4,0,"0,580803346445084",0,1,2684,"0,899718338532119",1,955,CN955A,CN,5,7,CA,22,A,2019-04-07,04/29/2019,02/26/2018,08/27/2018,0,1,02/07/2018,East Coast,8,8,January,2,4,C,"0,016925763157854",1,0955O,0,Southern California,Private non-Christian,1,2,8,408,O,1,2,05/21/2018,2018-09-09,210,4,2,Middle->Middle,S-M,171 days
NA956,2018-11-29,NA,2360,6,1,"0,460915862529031",0,0,2047,"0,968680508674699",1,956,HD956A,HD,6,8,CA,14,A,2019-06-08,06/22/2019,09/08/2018,10/23/2018,1,1,09/09/2018,East Coast,14,14,January,2,4,H,"0,062479039473484",0,0956O,0,Northern California,CHD,1,2,8,228,O,1,1,10/29/2018,2018-10-27,224,4,2,Middle->Middle,S,191 days
NA957,2018-10-20,NA,2358,13,1,"0,599817617053068","0,114574808401049",0,2314,"0,931341307057435",2,957,HC957A,HC,9,9,CA,16,A,2019-06-04,06/20/2019,,08/16/2018,1,2,08/10/2018,East Coast,21,27,January,2,4,H,"0,028130856133022",1,B957Q,B,Northern California,PUBLIC,1,2,8,743,Q,0,1,09/18/2018,2018-09-22,255,4,2,Middle->Middle,L,227 days
NA96,2018-10-24,NA,1359,11,1,"0,650353964087501","0,452175390025263",0,1261,"0,881947064104962",2,96,HD96A,HD,5,6,MN,8,A,2019-05-02,05/10/2019,03/08/2018,09/11/2018,4,2,03/08/2018,East Coast,16,17,January,4,4,H,"0,014775344332878",1,A96M,A,Other,PUBLIC,1,6,8,1093,M,0,2,08/20/2018,2018-09-26,218,4,4,Middle->Middle,L,190 days
NA960,2018-09-15,NA,1653,3,1,"1,03358746433458",0,0,1548,"0,773341717132899",1,960,ST960A,ST,10,13,ND,15,A,2019-05-29,06/13/2019,03/08/2018,03/16/2018,5,1,03/25/2018,Science,3,4,January,2,5,S,"0,008308224105284",0,B960N,B,Other,PUBLIC,1,2,12,363,N,0,2,05/28/2018,2018-09-04,267,5,2,High->High,S-M,256 days
NA961,2018-10-19,NA,2093,43,15,"0,845863761493625","0,26469219335884",0,2279,"0,908135003935596",3,961,HC961A,HC,10,10,TX,16,A,2019-06-08,06/24/2019,02/28/2018,08/22/2018,16,3,01/04/2018,East Coast,50,58,January,4,4,H,"0,061002057520104",1,C961I,C,Dallas,PUBLIC,1,6,8,785,I,0,2,03/26/2018,2018-09-07,274,4,4,Middle->Middle,L,232 days
NA963,2018-11-12,NA,746,42,4,"0,565366431159081","0,168932914075937",0,864,"0,922950861929261",6,963,HD963T,HD,,,MI,15,T,2019-04-06,04/21/2019,,11/08/2018,5,6,10/28/2018,East Coast,80,85,January,4,4,H,"0,101188488166913",1,C963L,C,Other,PUBLIC,0,6,8,774,L,0,0,,,,4,4,Undefined->Undefined,L,145 days
NA964,2018-10-21,NA,1525,16,7,"0,572513948423069","0,139775479622212",0,1720,"0,948791992229163",3,964,HD964A,HD,7,7,TX,21,A,2019-03-10,03/31/2019,02/26/2018,08/24/2018,7,3,02/22/2018,East Coast,30,29,January,1,3,H,"0,049724754004364",1,C964I,C,Houston,PUBLIC,1,1,5,549,I,0,2,04/15/2018,2018-09-06,185,3,1,Elementary->Elementary,M-L,140 days
NA965,2018-10-14,NA,889,49,1,"0,772393318533772","0,127429341823884",0,805,"0,990411282354006",4,965,HD965T,HD,10,10,MS,14,T,2019-03-01,03/15/2019,,09/07/2018,1,4,05/17/2018,East Coast,74,66,January,1,5,H,"0,043289829691198",1,0965Z,0,Other,Private non-Christian,1,1,12,1641,Z,0,1,08/24/2018,2018-08-28,185,5,1,Middle->Middle,L,138 days
NA966,2018-11-09,NA,2211,3,1,"0,590322222464096",0,0,2544,"0,823767746790955",1,966,HC966A,HC,7,9,WA,11,A,2019-03-31,04/11/2019,,09/10/2018,1,1,09/14/2018,East Coast,5,6,January,4,5,H,"0,00489127017436",0,A966Q,A,Pacific Northwest,PUBLIC,1,7,9,960,Q,0,1,10/09/2018,2018-10-17,165,5,4,Middle->High,L,142 days
NA967,2018-09-26,NA,1615,14,2,"0,828318811354642",0,0,1639,"0,93101176764943",1,967,HD967A,HD,8,9,KS,11,A,2019-06-02,06/13/2019,03/28/2018,08/21/2018,3,1,02/27/2018,East Coast,15,19,January,4,4,H,"0,028942040771452",1,B967I,B,Other,PUBLIC,1,6,8,562,I,1,1,07/24/2018,2018-08-10,296,4,4,Middle->Middle,S-M,249 days
NA969,2018-09-19,NA,1610,29,13,"0,769899577097221","0,343626358426678",0,1625,"0,934493744053458",3,969,HY969A,HY,6,7,TX,7,A,2019-03-10,03/17/2019,04/13/2018,10/16/2018,14,3,04/10/2018,East Coast,50,48,January,4,4,H,"0,106623864359275",0,B969N,B,Dallas,PUBLIC,1,6,8,347,N,0,1,04/30/2018,2018-04-23,321,4,4,Middle->Middle,S-M,172 days
NA97,2018-10-13,NA,451,25,2,"0,653009181628993","0,259460839070147",0,458,"0,923372861996845",2,97,HVP97T,HVP,6,6,MI,10,T,2019-06-18,06/28/2019,05/03/2018,08/15/2018,3,2,03/29/2018,East Coast,36,43,January,4,5,H,"0,084510686365128",1,B97J,B,Other,PUBLIC,1,6,12,405,J,0,1,10/06/2018,2018-09-23,268,5,4,Middle->Middle,S-M,248 days
NA970,2018-11-09,NA,2214,15,2,"0,780215467700581","0,245420693815619",0,2226,"0,892576935243281",2,970,HD970A,HD,6,6,CA,26,A,2019-04-05,05/01/2019,03/13/2018,07/28/2018,2,2,03/07/2018,East Coast,22,21,January,2,4,H,"0,084062244356011",1,0970O,0,Northern California,Private non-Christian,1,2,8,214,O,0,1,08/09/2018,2018-08-08,240,4,2,Middle->Middle,S,147 days
NA973,2018-09-21,NA,1868,13,4,"0,411018082162327","0,198564303786394",1,1969,"0,908376257814688",3,973,CD973A,CD,9,9,CA,22,A,2019-04-06,04/28/2019,04/23/2018,06/23/2018,5,3,04/13/2018,East Coast,35,35,January,2,4,C,"0,206782534038254",1,0973J,0,Southern California,CHD,1,2,8,154,J,1,1,09/14/2018,2018-09-06,212,4,2,Middle->Middle,S,197 days
NA976,2018-09-25,NA,1587,4,2,"0,791302596148906","0,224874834581324",0,1420,"0,798212369364608",1,976,HD976A,HD,6,6,TX,10,A,2019-03-13,03/23/2019,03/04/2018,10/04/2018,3,1,03/06/2018,East Coast,5,6,January,4,4,H,"0,006029695038116",1,A976Q,A,Dallas,PUBLIC,1,6,8,777,Q,1,2,04/26/2018,2018-10-02,162,4,4,Middle->Middle,M-L,169 days
NA979,2018-11-11,NA,3780,4,0,"0,575478140698647","0,161824145417829",0,4255,"0,876697680516569",1,979,IC979A,IC,,,CA,41,A,2019-06-20,07/31/2019,,09/23/2018,1,1,10/11/2018,International,6,7,January,5,5,I,"0,003103270206916",0,B979P,B,Southern California,PUBLIC,1,9,12,2302,P,0,2,10/21/2018,2018-11-03,229,5,5,Undefined->Undefined,L,221 days
NA98,2018-11-08,NA,2283,25,8,"0,525740676653418","0,086331277717523",0,2473,"0,857522233986061",9,98,HC98A,HC,9,9,CA,26,A,2019-04-23,05/19/2019,05/12/2018,04/07/2018,15,9,09/26/2017,East Coast,46,55,January,4,4,H,"0,057191634082352",1,B98L,B,Southern California,PUBLIC,1,6,8,866,L,1,1,08/25/2018,2018-08-28,238,4,4,Middle->Middle,L,166 days
NA981,2019-01-11,NA,1370,21,0,"0,522837730184607","0,141185657944038",0,1461,"0,970099171323196",3,981,HD981A,HD,9,10,TX,12,A,2019-05-16,05/28/2019,,11/26/2018,0,3,12/09/2018,East Coast,38,45,January,2,5,H,"0,069171045643281",1,0981D,0,Houston,Private non-Christian,0,2,12,524,D,0,0,,,,5,2,Middle->Middle,S-M,125 days
NA982,2018-11-01,NA,1719,7,4,"0,484895956314828","0,304606738169576",0,1854,"0,836842516337883",2,982,HC982A,HC,5,7,MO,7,A,2019-05-25,06/01/2019,04/29/2018,07/19/2018,4,2,04/07/2018,East Coast,13,15,January,4,4,H,"0,024176654472758",0,C982E,C,Other,PUBLIC,1,6,8,545,E,1,1,08/11/2018,2018-08-27,271,4,4,Middle->Middle,M-L,205 days
NA983,2018-10-05,NA,2495,6,2,"0,730736546628305","0,141839547880471",0,2618,"0,915221231699234",1,983,HC983A,HC,7,9,CA,27,A,2019-04-13,05/10/2019,02/19/2018,08/23/2018,5,1,02/19/2018,East Coast,8,9,January,4,4,H,"0,013116737089896",1,C983O,C,Northern California,PUBLIC,0,6,8,587,O,1,0,,,,4,4,Middle->Middle,M-L,190 days
NA984,2018-10-08,NA,1564,4,2,"0,809391789424996","0,210325915258702",0,1496,"0,812781629614847",1,984,HD984A,HD,6,6,TX,11,A,2019-03-14,03/25/2019,03/15/2018,10/07/2018,3,1,03/15/2018,East Coast,4,6,January,4,4,H,"0,00659468013832",1,A984Q,A,Dallas,PUBLIC,1,6,8,785,Q,0,2,04/11/2018,2018-09-26,169,4,4,Middle->Middle,M-L,157 days
NA985,2018-10-11,NA,2397,13,4,"0,756139543462537","0,185619849540329",0,2157,"0,856899500156538",2,985,SM985A,SM,6,6,NM,17,A,2019-03-24,04/10/2019,05/04/2018,08/23/2018,5,2,04/26/2018,Science,21,20,January,4,4,S,"0,030521766268428",0,C985F,C,Other,PUBLIC,1,7,8,640,F,0,1,09/01/2018,2018-08-19,217,4,4,Middle->Middle,M-L,164 days
NA986,2018-10-14,NA,1454,30,0,"0,775270700834612","0,239867080341982",0,1435,"0,917503073590879",5,986,HD986A,HD,,,SD,20,A,2019-05-31,06/20/2019,02/23/2018,08/09/2018,1,5,01/26/2018,East Coast,40,44,January,4,5,H,"0,153547567548441",1,0986I,0,Other,Catholic,1,7,12,256,I,0,1,09/03/2018,2018-08-24,280,5,4,Undefined->Undefined,S,229 days
NA989,2018-10-13,NA,1260,16,0,"0,872935069430294","0,270302672508686",0,1230,"0,960571753714354",1,989,HD989A,HD,7,7,IA,17,A,2019-06-22,07/09/2019,03/15/2018,09/09/2018,2,1,04/01/2018,East Coast,14,20,January,4,4,H,"0,031970253950917",1,B989K,B,Other,PUBLIC,1,6,8,533,K,1,1,04/14/2018,2018-04-15,433,4,4,Middle->Middle,S-M,252 days
NA99,2018-11-05,NA,718,54,3,"0,257918885227047","0,01027409411609",0,641,"0,93032125776985",12,99,HD99T,HD,8,8,MI,23,T,2019-02-13,03/08/2019,04/13/2018,09/11/2018,5,13,02/23/2018,East Coast,154,191,January,4,4,H,"0,280221304429029",1,A99O,A,Other,PUBLIC,1,6,8,643,O,1,1,10/03/2018,2018-09-17,149,4,4,Middle->Middle,M-L,100 days
NA991,2018-11-18,NA,462,36,0,"0,58617306267698","0,077243615825041",0,443,"0,940725115243766",5,991,HVP991T,HVP,8,8,IN,8,T,2019-04-03,04/11/2019,,10/21/2018,0,5,10/08/2018,East Coast,68,64,January,4,4,H,"0,125604143905251",0,B991J,B,Other,PUBLIC,0,7,8,506,J,1,0,,,,4,4,Middle->Middle,S-M,136 days
NA992,2018-10-29,NA,2108,24,4,"0,652558544360992","0,231947365597352",0,2065,"0,887730917530225",4,992,HD992A,HD,6,6,CA,11,A,2019-03-25,04/05/2019,02/17/2018,09/17/2018,4,5,03/05/2018,East Coast,28,36,January,4,4,H,"0,030390881041691",1,B992P,B,Northern California,PUBLIC,1,6,8,1184,P,0,1,10/11/2018,2018-10-18,158,4,4,Middle->Middle,L,147 days
NA994,2018-10-17,NA,1543,10,2,"0,872894406757673","0,182306308418819",0,1570,"0,924322398857906",1,994,SG994A,SG,12,13,VA,15,A,2019-03-19,04/03/2019,03/05/2018,09/04/2018,2,1,04/04/2018,Science,11,13,January,5,5,S,"0,008791497426022",1,B994M,B,Other,PUBLIC,1,9,12,1291,M,0,1,09/19/2018,2018-09-08,192,5,5,High->High,L,153 days
NA996,2018-10-01,NA,1025,25,9,"0,794523215189922","0,290365429160401",0,952,"0,878747998894177",3,996,HD996T,HD,5,6,AL,24,T,2019-05-06,05/30/2019,01/23/2018,08/11/2018,7,3,01/16/2018,East Coast,30,35,January,2,5,H,"0,044109618234932",0,C996D,C,Other,PUBLIC,1,2,12,743,D,0,2,02/13/2018,2018-09-19,229,5,2,Elementary->Middle,M-L,217 days
NA997,2018-09-25,NA,667,20,7,"0,536023430097951","0,158727788201761",0,600,"0,92031345413817",4,997,HD997T,HD,8,8,MI,21,T,2019-05-30,06/20/2019,04/30/2018,09/11/2018,12,4,04/18/2018,East Coast,41,41,January,4,4,H,"0,076107169730315",1,B997I,B,Other,PUBLIC,1,6,8,458,I,0,1,09/13/2018,2018-09-13,259,4,4,Middle->Middle,S-M,247 days
NA998,2018-10-16,NA,1589,10,3,"0,524705367247444","0,107090490157273",0,1560,"0,778408244676079",4,998,HD998A,HD,7,8,TX,23,A,2019-03-14,04/06/2019,04/26/2018,08/28/2018,4,4,04/03/2018,East Coast,19,20,January,4,4,H,"0,033390117245112",1,B998L,B,Dallas,PUBLIC,0,7,8,545,L,0,0,,,,4,4,Middle->Middle,S-M,149 days
NA999,2018-11-19,NA,2122,13,2,"0,938346290612418","0,059058210072272",0,2210,"0,863326785589089",3,999,HD999A,HD,6,8,CA,19,A,2019-03-19,04/07/2019,04/07/2018,08/30/2018,2,3,04/15/2018,East Coast,14,16,January,2,4,H,"0,027038958681377",1,B999M,B,Southern California,PUBLIC,1,2,6,574,M,1,2,05/02/2018,2018-09-20,180,4,2,Elementary->Middle,S-M,120 days
SA1044,2018-12-04,SA,1534,0,0,0,0,0,1531,"1,01386175730517",0,1044,HD1044A,HD,,,GA,19,A,2019-06-18,07/07/2019,,10/15/2018,1,0,11/08/2018,East Coast,58,47,January,0,0,H,,0,010440,0,Other,CHD,0,0,0,0,0,1,0,,,,0,0,Undefined->Undefined,,196 days
SA1122,2018-06-08,SA,1220,0,0,0,0,1,1150,"0,830392223063728",4,1122,CN1122T,CN,5,6,OH,22,T,2019-04-10,05/02/2019,03/31/2018,05/03/2018,6,4,05/03/2018,East Coast,23,28,January,2,4,C,"0,065706727539126",1,01122M,0,Other,CHD,1,2,8,348,M,0,1,10/22/2018,2018-10-15,177,4,2,Elementary->Middle,S,306 days
SA1134,2018-10-05,SA,2049,0,0,0,0,0,2055,"0,917228770692251",5,1134,HD1134A,HD,4,4,CA,9,A,2019-04-28,05/07/2019,,,0,5,04/17/2018,East Coast,44,56,January,2,4,H,"0,164846727165945",1,01134M,0,Southern California,Private non-Christian,1,2,6,309,M,0,1,09/01/2018,2018-08-28,243,4,2,Middle->Middle,S,205 days
SA1167,2018-12-22,SA,1689,0,0,0,0,0,1669,"0,88994648208768",1,1167,HD1167A,HD,4,6,NV,16,A,2019-04-09,04/25/2019,,,0,1,08/25/2018,East Coast,14,14,January,4,4,H,"0,008002854057622",1,B1167O,B,Other,PUBLIC,0,6,8,1491,O,0,0,,,,4,4,Middle->Middle,L,108 days
SA117,2018-06-09,SA,844,0,0,0,0,1,759,"0,878345746534335",4,117,CD117T,CD,7,7,MI,16,T,2019-05-03,05/19/2019,04/20/2018,11/23/2018,0,3,04/11/2018,East Coast,40,49,January,1,4,C,"0,121819094989503",1,0117H,0,Other,CHD,0,1,8,387,H,1,0,,,,4,1,Middle->Middle,S-M,328 days
SA1200,2018-10-23,SA,375,0,0,0,0,1,379,"0,97216483252182",2,1200,HS1200A,HS,5,5,CA,3,A,2019-03-26,03/29/2019,06/06/2018,09/13/2018,3,2,04/14/2018,CA History,43,47,January,1,4,H,"0,124755031913463",1,01200Q,0,Southern California,Private non-Christian,1,1,8,333,Q,0,1,09/11/2018,2018-10-01,176,4,1,Elementary->Elementary,S,154 days
SA1201,2018-06-01,SA,2588,0,0,0,0,0,2263,"0,919617740634836",5,1201,HC1201A,HC,6,7,CA,19,A,2019-04-04,04/23/2019,03/24/2018,12/05/2018,1,5,03/11/2018,East Coast,45,46,January,4,4,H,"0,035973126634394",1,C1201J,C,Southern California,PUBLIC,1,6,8,1338,J,1,2,05/27/2018,2018-09-21,195,4,4,Middle->Middle,L,307 days
SA1260,2018-12-07,SA,196,0,0,0,0,1,198,"0,950310349638726",1,1260,HF1260T,HF,6,6,CA,3,T,2019-03-11,03/14/2019,,10/10/2018,0,1,09/23/2018,CA History,29,26,January,2,4,H,"0,101764919468763",1,01260L,0,Northern California,Catholic,0,2,8,263,L,1,0,,,,4,2,Middle->Middle,S,94 days
SA1289,2018-11-20,SA,720,0,0,0,0,1,625,"0,952635916356741",1,1289,HS1289A,HS,4,4,CA,6,A,2019-04-23,04/29/2019,05/28/2018,09/12/2018,0,1,05/22/2018,CA History,17,19,January,1,4,H,"0,08482139476308",1,01289M,0,Southern California,CHD,0,1,6,193,M,1,0,,,,4,1,Middle->Middle,S,154 days
SA1292,2018-10-19,SA,1287,0,0,0,0,0,1483,"0,927850270499027",7,1292,HD1292A,HD,10,10,WI,18,A,2019-05-06,05/24/2019,04/27/2018,09/10/2018,9,8,04/22/2018,East Coast,100,85,January,1,5,H,"0,080633502879343",1,01292P,0,Other,Private non-Christian,1,1,12,961,P,1,1,09/07/2018,2018-09-11,237,5,1,Middle->Middle,L,199 days
SA1293,2018-11-02,SA,2048,0,0,0,"0,085204144153175",0,2089,"0,909259414251649",1,1293,HC1293A,HC,6,8,WA,19,A,2019-06-22,07/11/2019,03/08/2018,09/09/2018,1,1,02/28/2018,East Coast,14,13,January,4,4,H,"0,012697652480777",0,B1293O,B,Pacific Northwest,PUBLIC,0,6,8,999,O,0,0,,,,4,4,Middle->Middle,L,232 days
SA1309,2019-02-24,SA,419,0,0,0,0,0,447,"0,942106332578608",4,1309,HVP1309T,HVP,8,10,TN,14,T,2019-06-06,06/20/2019,,01/29/2019,2,4,01/26/2019,East Coast,42,55,January,1,4,H,"0,174262194336624",0,C1309C,C,Other,PUBLIC,0,1,8,304,C,0,0,,,,4,1,Middle->Middle,S,102 days
SA133,2018-05-23,SA,2327,0,0,0,0,0,2134,"0,912827050931762",2,133,HD133A,HD,11,11,MX,12,A,2019-03-04,03/16/2019,04/05/2018,04/09/2018,13,2,03/14/2018,East Coast,25,24,January,0,0,H,,1,01330,0,Other,CHD,0,0,0,0,0,1,0,,,,0,0,High->High,,285 days
